0,they are usually metal oxides or metal hydroxides.,bbc - gcse bitesize: acids and bases,0.0,0,0,1,0,0
0,"for example, copper oxide and sodium hydroxide are bases.",bbc - gcse bitesize: acids and bases,0.2721655269759087,0,0,1,0,0
1,"half a century after the publication of the influential book sex and the single girl, frank assessments of sexual mores are everywhere - in films, fiction and myriad magazine columns.",the woman credited with creating the sexy single girl,0.38624363966821407,1,0,0,0,0
0,"it wasn't always that way, writes karen krizanovich.",the woman credited with creating the sexy single girl,0.0,1,0,0,0,0
0,"sounds pretty bad, right?",5 foods to ease a hangover,0.0,0,0,0,0,1
0,"you may be thinking, can food actually help?",5 foods to ease a hangover,0.0,0,0,0,0,1
1,"although no strong scientific evidence exists classifying these foods as cures, given the physiologic changes that occur with a night of drinking, they surely can't hurt!",5 foods to ease a hangover,0.15713484026367722,0,0,0,0,1
1,experts say the tens of thousands of prisoners at the camps are often taken from their homes or in the street for supposed 'political crimes' rather than actual misdemeanours.,'hell on earth': detailed satellite photos show death camps north korea still deny even exist,0.042447635997800895,1,0,0,0,0
1,"this is if they are not killed by torture, firing squad, or a public stoning by kim jong-il's violent guards, former prisoners say.",'hell on earth': detailed satellite photos show death camps north korea still deny even exist,0.0,0,1,0,0,0
1,"south korea's former first lady lee hee-ho has met the north's designated new leader kim jong-un during a trip to pyongyang, seoul officials say.",south korea ex-first lady lee hee-ho meets kim jong-un,0.5270462766947299,1,0,0,0,0
1,"mrs lee, 89, had a brief meeting with kim jong-un during a visit to offer condolences for the death of his father, kim jong-il.",south korea ex-first lady lee hee-ho meets kim jong-un,0.30618621784789724,1,0,0,0,0
1,"the republican redistricting plan would dramatically change the north carolina political map, likely shifting the house delegation from the current mix of 7 democrats and 6 republicans to one with just 3 democrats and 10 republicans.",progressives' fundraising strength tested by key race,0.0,1,0,0,0,0
0,"about half of the state's african american population -- 21.5 percent of the state -- would be situated in just three districts, making a successful civil rights challenge to the redistricting a very real possibility.",progressives' fundraising strength tested by key race,0.0,1,0,0,0,0
